bag,name,sprite,sprite2,class2,occasion,once,bag2,throw,gen,game,rgby,gsc,rse,frlg,dppt,hgss,bwb2w2,xyoras,smusum,lple,swsh,bdsp,effect,xy,oras,spritesize,sprite3,class3,img,size,la,lp,swshe,section,section1,球果盒,held,bw,b2w2,lg,rgb,p,pt,d,bd,sp,class,m,usum,w,w2,b,b2,ru,ss,sa,hg,e,tcg,sm,5b,sprite4,class4,bwb2y2,snum,basis,pluck,bugbite,type,power,color,bnum,sprite5,class5,jpname,enname,section2,class6,sprite6,sprite7,class7,c,or,rs,dp,as,s,us,um,class1
道具,慎重薄荷,Bag 温和薄荷 LA Sprite.png30px,Bag 温和薄荷 BDSP Sprite.png30px,道具,,,,,,{{道具信息框/game,,,,,,,,,,,yes,y,对宝可梦使用，将其能力值成长的难易度变更为与性格“慎重”的宝可梦相同，特防提升10%，特攻下降10%。宝可梦的性格本身不会改变。,,,,Bag 温和薄荷 Sprite.png,道具,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,自大薄荷,Bag 温和薄荷 LA Sprite.png30px,Bag 温和薄荷 BDSP Sprite.png30px,道具,,,,,,{{道具信息框/game,,,,,,,,,,,yes,y,对宝可梦使用，将其能力值成长的难易度变更为与性格“自大”的宝可梦相同，特防提升10%，速度下降10%。宝可梦的性格本身不会改变。,,,,Bag 温和薄荷 Sprite.png,道具,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,胆小薄荷,Bag 胆小薄荷 LA Sprite.png30px,Bag 胆小薄荷 BDSP Sprite.png30px,道具,,,,,,{{道具信息框/game,,,,,,,,,,,yes,y,对宝可梦使用，将其能力值成长的难易度变更为与性格“胆小”的宝可梦相同，速度提升10%，攻击下降10%。宝可梦的性格本身不会改变。,,,,Bag 胆小薄荷 Sprite.png,道具,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,急躁薄荷,Bag 胆小薄荷 LA Sprite.png30px,Bag 胆小薄荷 BDSP Sprite.png30px,道具,,,,,,{{道具信息框/game,,,,,,,,,,,yes,y,对宝可梦使用，将其能力值成长的难易度变更为与性格“急躁”的宝可梦相同，速度提升10%，防御下降10%。宝可梦的性格本身不会改变。,,,,Bag 胆小薄荷 Sprite.png,道具,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,爽朗薄荷,Bag 胆小薄荷 LA Sprite.png30px,Bag 胆小薄荷 BDSP Sprite.png30px,道具,,,,,,{{道具信息框/game,,,,,,,,,,,yes,y,对宝可梦使用，将其能力值成长的难易度变更为与性格“爽朗”的宝可梦相同，速度提升10%，特攻下降10%。宝可梦的性格本身不会改变。,,,,Bag 胆小薄荷 Sprite.png,道具,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,天真薄荷,Bag 胆小薄荷 LA Sprite.png30px,Bag 胆小薄荷 BDSP Sprite.png30px,道具,,,,,,{{道具信息框/game,,,,,,,,,,,yes,y,对宝可梦使用，将其能力值成长的难易度变更为与性格“天真”的宝可梦相同，速度提升10%，特防下降10%。宝可梦的性格本身不会改变。,,,,Bag 胆小薄荷 Sprite.png,道具,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,认真薄荷,Bag 认真薄荷 LA Sprite.png30px,Bag 认真薄荷 BDSP Sprite.png30px,道具,,,,,,{{道具信息框/game,,,,,,,,,,,yes,y,对宝可梦使用，将其能力值成长的难易度变更为与性格“认真”的宝可梦相同，攻击、防御、特攻、特防和速度既不提升也不下降。宝可梦的性格本身不会改变。,,,,Bag 认真薄荷 Sprite.png,道具,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,特性膏药,Bag 特性膏药 BDSP Sprite.png30px,Bag 特性膏药 Sprite.png,道具,,,道具,,,{{道具信息框/game,,,,,,,,,,,,y,"使用後能將寶可夢的特性變為隱藏特性。通过特性膏药获得的隐藏特性可以通过孵蛋遗传。
对没有隱藏特性或隱藏特性与常见特性相同的宝可梦无效。
无法将具有隱藏特性的宝可梦變回常见特性。",,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宝物,,Bag 挖洞钻 BDSP Sprite.png30px,,,out,yes,,,,{{道具信息框/game,,,,,y,,,,,,,y,在地下通道DPPt／地下大洞窟BDSP的墙上钻洞，建造秘密基地。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宝物,,Dream 关都石板 Sprite.png30px,Bag 关都石板 BDSP Sprite.png30px,宝物,out,yes,,,,{{道具信息框/game,,,,,,,,,,,,y,插入玫瑰公园关都之厅的台座，传送到急冻鸟、闪电鸟或火焰鸟所在的空间。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宝物,,Bag 城都石板 BDSP Sprite.png30px,,,out,yes,,,,{{道具信息框/game,,,,,,,,,,,,y,插入玫瑰公园城都之厅的台座，传送到雷公、炎帝或水君所在的空间。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宝物,,Bag 心之石板 BDSP Sprite.png30px,,,out,yes,,,,{{道具信息框/game,,,,,,,,,,,,y,插入玫瑰公园心之厅的台座，传送到拉帝亚斯或拉帝欧斯所在的空间。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宝物,,Bag 彩虹石板 BDSP Sprite.png30px,,,out,yes,,,,{{道具信息框/game,,,,,,,,,,,,y,插入玫瑰公园彩虹之厅的台座，传送到凤王所在的空间。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宝物,,Bag 暴风石板 BDSP Sprite.png30px,,,out,yes,,,,{{道具信息框/game,,,,,,,,,,,,y,插入玫瑰公园暴风之厅的台座，传送到洛奇亚所在的空间。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宝物,,Bag 大海石板 BDSP Sprite.png30px,,,out,yes,,,,{{道具信息框/game,,,,,,,,,,,,y,插入玫瑰公园大海之厅的台座，传送到盖欧卡所在的空间。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宝物,,Bag 大陆石板 BDSP Sprite.png30px,,,out,yes,,,,{{道具信息框/game,,,,,,,,,,,,y,插入玫瑰公园大陆之厅的台座，传送到固拉多所在的空间。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宝物,,Bag 天空石板 BDSP Sprite.png30px,,,out,yes,,,,{{道具信息框/game,,,,,,,,,,,,y,插入玫瑰公园天空之厅的台座，传送到烈空坐所在的空间。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宝物,,Dream 基因石板 Sprite.png30px,Bag 基因石板 BDSP Sprite.png30px,宝物,out,yes,,,,{{道具信息框/game,,,,,,,,,,,,y,插入玫瑰公园基因之厅的台座，传送到超梦所在的空间。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宝物,,Bag 引导石板 BDSP Sprite.png30px,,,out,yes,,,,{{道具信息框/game,,,,,,,,,,,,y,插入玫瑰公园引导之厅的台座，传送到雷吉洛克、雷吉艾斯或雷吉斯奇鲁所在的空间。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宝物,,Bag 毁坏石板 BDSP Sprite.png30px,,,out,yes,,,,{{道具信息框/game,,,,,,,,,,,,y,插入玫瑰公园毁坏之厅的台座，传送到骑拉帝纳起源形态（影子）所在的空间。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
洗翠,,Bag 匿声喷雾 LA Sprite.png30px,,,out,yes,,,,{{道具信息框/game,,,,,,,,,,,,,在使用后的1分钟内变得不容易被野生宝可梦察觉。,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 宝可梦木娃娃 LA Sprite.png30px,,,no,,,,,{{道具信息框/game,,,,,,,,,,,,,可以在杂货店出售。,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
洗翠,奋斗沙,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,当宝可梦某项能力的奋斗等级处于０～２级时，能够使其这项能力的奋斗等级提升1级。,,,,,,Bag 奋斗沙 LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
洗翠,奋斗砾,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,当宝可梦某项能力的奋斗等级处于３～５级时，能够使其这项能力的奋斗等级提升1级。,,,,,,Bag 奋斗砾 LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
洗翠,奋斗石,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,当宝可梦某项能力的奋斗等级处于６～８级时，能够使其这项能力的奋斗等级提升1级。,,,,,,Bag 奋斗石 LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
洗翠,奋斗岩,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,当宝可梦某项能力的奋斗等级处于９级时，能够使其这项能力的奋斗等级提升1级。,,,,,,Bag 奋斗岩 LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,主角持有后，当主角陷入昏迷状态时，此道具优先丢失。,,,,,,Bag 替身护符２ LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,主角持有后，当主角陷入昏迷状态时，此道具优先丢失。,,,,,,Bag 替身护符３ LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,主角持有后，当主角陷入昏迷状态时，此道具优先丢失。,,,,,,Bag 替身护符４ LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,主角持有后，当主角陷入昏迷状态时，此道具优先丢失。,,,,,,Bag 替身护符５ LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,主角持有后，能够多承受20点伤害。承受伤害后，此护符会消失。,,,,,,Bag 安全护符１ LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,主角持有后，能够多承受20点伤害。承受伤害后，此护符会消失。,,,,,,Bag 安全护符２ LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,主角持有后，能够多承受20点伤害。承受伤害后，此护符会消失。,,,,,,Bag 安全护符３ LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,主角持有后，能够多承受20点伤害。承受伤害后，此护符会消失。,,,,,,Bag 安全护符４ LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,主角持有后，能够多承受20点伤害。承受伤害后，此护符会消失。,,,,,,Bag 安全护符５ LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,主角持有后，当陷入异常状态时，会免于陷入，此护符会消失。,,,,,,Bag 健康护符１ LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,主角持有后，当陷入异常状态时，会免于陷入，此护符会消失。,,,,,,Bag 健康护符２ LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,主角持有后，当陷入异常状态时，会免于陷入，此护符会消失。,,,,,,Bag 健康护符３ LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,主角持有后，当陷入异常状态时，会免于陷入，此护符会消失。,,,,,,Bag 健康护符４ LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,主角持有后，当陷入异常状态时，会免于陷入，此护符会消失。,,,,,,Bag 健康护符５ LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,主角持有后，当主角陷入昏迷状态时，此道具优先丢失。,,,,,,Bag 替身护符１ LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,投出后能够在一段时间内吸引附近爱吃蜜类的宝可梦，击中宝可梦会导致它更容易发现主角。进食晶晶蜜的宝可梦捕获率×2.5，一共需要20口才能吃完。,,,,,,Bag 晶晶蜜 LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,投出后能够在一段时间内吸引附近爱吃谷类的宝可梦，击中宝可梦会导致它更容易发现主角。进食旺旺谷的宝可梦捕获率×2.5，一共需要20口才能吃完。,,,,,,Bag 旺旺谷 LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,投出后能够在一段时间内吸引附近爱吃豆类的宝可梦，击中宝可梦会导致它更容易发现主角。进食滚滚豆的宝可梦捕获率×2.5，一共需要20口才能吃完。,,,,,,Bag 滚滚豆 LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,投出后能够在一段时间内吸引附近爱吃菇类的宝可梦，击中宝可梦会导致它更容易发现主角。进食糯糯菇的宝可梦捕获率×2.5，一共需要20口才能吃完。,,,,,,Bag 糯糯菇 LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,投出后能够在一段时间内吸引附近爱吃矿物的宝可梦，击中宝可梦会导致它更容易发现主角。进食坚坚矿的宝可梦捕获率×2.5，一共需要20口才能吃完。,,,,,,Bag 坚坚矿 LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,"被击中的野生宝可梦动作会变得迟缓，呆在原地5秒。
正在使出招式的宝可梦会停止使出招式。
会让一些原本只能在对战中捕获的宝可梦变得可以直接捕获，捕获难度下降。
连续击中容易失败。",,,,,,Bag 泥丸 LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,"被击中的野生宝可梦动作会变得迟缓，呆在原地5秒。
正在使出招式的宝可梦会停止使出招式。
会让一些原本只能在对战中捕获的宝可梦变得可以直接捕获，捕获难度下降。
连续击中容易失败。",,,,,,Bag 蛀球果 LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,"被击中的野生宝可梦动作会变得迟缓，呆在原地5秒。
正在使出招式的宝可梦会停止使出招式。
会让一些原本只能在对战中捕获的宝可梦变得可以直接捕获，捕获难度下降。
连续击中容易失败。",,,,,,Bag 雪丸 LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,"被击中的野生宝可梦动作会变得迟缓，呆在原地5秒。
正在使出招式的宝可梦会停止使出招式。
会让一些原本只能在对战中捕获的宝可梦变得可以直接捕获，捕获难度下降。
连续击中容易失败。",,,,,,Bag 黏丸 LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,"击中地面后会发出巨大的声响，附近胆小的野生宝可梦会逃走。
即使是中立形或攻击形的宝可梦，也会被出其不意的声响赶走。",,,,,,Bag 声弹 LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,投掷后，在投掷中心6.5个距离内产生25秒不规则形状的烟雾，在烟雾内行动不易被野生宝可梦察觉。,,,,,,Bag 烟弹 LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,投出后能够在一段时间内吸引附近爱吃蜜类的宝可梦，击中宝可梦会导致它更容易发现主角。进食蜜诱团的宝可梦捕获率×4，一共需要30口才能吃完。,,,,,,Bag 蜜诱团 LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,投出后能够在一段时间内吸引附近爱吃谷类的宝可梦，击中宝可梦会导致它更容易发现主角。进食谷诱团的宝可梦捕获率×4，一共需要30口才能吃完。,,,,,,Bag 谷诱团 LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,投出后能够在一段时间内吸引附近爱吃豆类的宝可梦，击中宝可梦会导致它更容易发现主角。进食豆诱团的宝可梦捕获率×4，一共需要30口才能吃完。,,,,,,Bag 豆诱团 LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,投出后能够在一段时间内吸引附近爱吃菇类的宝可梦，击中宝可梦会导致它更容易发现主角。进食菇诱团的宝可梦捕获率×4，一共需要30口才能吃完。,,,,,,Bag 菇诱团 LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,,,,out,y,道具,,,{{道具信息框/game,,,,,,,,,,,,,投出后能够在一段时间内吸引附近爱吃矿物的宝可梦，击中宝可梦会导致它更容易发现主角。进食矿诱团的宝可梦捕获率×4，一共需要30口才能吃完。,,,,,,Bag 矿诱团 LA Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 火之石 LA Sprite.png30px,Bag 火之石 BDSP Sprite.png30px,道具,out,yes,,,,{{道具信息框/game,y,y,y,y,y,y,y,,y,y,y,y,"对 六尾使用，使其进化为 九尾。
对 卡蒂狗使用，使其进化为 风速狗。
对 伊布使用，使其进化为 火伊布。
对 爆香猴使用，使其进化为 爆香猿。",y,y,,Bag 火之石 Sprite.png30px,道具,Dream 火之石 Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 雷之石 LA Sprite.png30px,Bag 雷之石 BDSP Sprite.png30px,道具,out,yes,,,,{{道具信息框/game,y,y,y,y,y,y,y,,y,y,y,y,"对 皮卡丘使用，使其进化为 雷丘* 或  雷丘（阿罗拉的样子）*。
对 伊布使用，使其进化为 雷伊布。
对 三合一磁怪使用，使其进化为 自爆磁怪。*
对 朝北鼻使用，使其进化为 大朝北鼻LA。
对 麻麻鳗使用，使其进化为 麻麻鳗鱼王。
对 虫电宝使用，使其进化为 锹农炮虫。*",y,y,,Bag 雷之石 Sprite.png30px,道具,Dream 雷之石 Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 水之石 LA Sprite.png30px,Bag 水之石 BDSP Sprite.png30px,道具,out,yes,,,,{{道具信息框/game,y,y,y,y,y,y,y,,y,y,y,y,"对 蚊香君使用，使其进化为 蚊香泳士。
对 大舌贝使用，使其进化为 刺甲贝。
对 海星星使用，使其进化为 宝石海星。
对 伊布使用，使其进化为 水伊布。
对 莲帽小童使用，使其进化为 乐天河童。
对 冷水猴使用，使其进化为 冷水猿。",y,y,,Bag 水之石 Sprite.png30px,道具,Dream 水之石 Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 叶之石 LA Sprite.png30px,Bag 叶之石 BDSP Sprite.png30px,道具,out,yes,,,,{{道具信息框/game,y,y,y,y,y,y,y,,y,y,y,y,"对 臭臭花使用，使其进化为 霸王花。
对 口呆花使用，使其进化为 大食花。
对 霹雳电球（洗翠的样子）使用，使其进化为 顽皮雷弹（洗翠的样子）。
对 蛋蛋使用，使其进化为 椰蛋树 或  椰蛋樹（阿罗拉的样子）。
对 伊布使用，使其进化为 叶伊布。*
对 长鼻叶使用，使其进化为 狡猾天狗。
对 花椰猴使用，使其进化为 花椰猿。",y,y,,Bag 叶之石 Sprite.png30px,道具,Dream 叶之石 Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 月之石 LA Sprite.png30px,Bag 月之石 BDSP Sprite.png30px,道具,out,yes,,,,{{道具信息框/game,y,y,y,y,y,y,y,,y,y,y,y,"对 尼多娜使用，使其进化为 尼多后。
对 尼多力诺使用，使其进化为 尼多王。
对 皮皮使用，使其进化为 皮可西。
对 胖丁使用，使其进化为 胖可丁。
对 向尾喵使用，使其进化为 优雅猫。
对 食梦梦使用，使其进化为 梦梦蚀。",y,y,,Bag 月之石 Sprite.png30px,道具,Dream 月之石 Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 日之石 LA Sprite.png30px,Bag 日之石 BDSP Sprite.png30px,道具,out,yes,,,,{{道具信息框/game,,y,y,y,y,y,y,,y,,y,y,"对 臭臭花使用，使其进化为 美丽花。
对 向日种子使用，使其进化为 向日花怪。
对 木棉球使用，使其进化为 风妖精。
对 百合根娃娃使用，使其进化为裙儿小姐或裙儿小姐 (洗翠的樣子）。
对 伞电蜥使用，使其进化为 光电伞蜥。",y,y,,Bag 日之石 Sprite.png30px,道具,Dream 日之石 Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 光之石 LA Sprite.png30px,Bag 光之石 BDSP Sprite.png30px,道具,out,yes,,,,{{道具信息框/game,,,,,y,y,y,,y,,y,y,"对 波克基古使用，使其进化为 波克基斯。
对 毒蔷薇使用，使其进化为 罗丝雷朵。
对 泡沫栗鼠使用，使其进化为 奇诺栗鼠。
对 花叶蒂使用，使其进化为 花洁夫人。",y,y,,Bag 光之石 Sprite.png30px,道具,Dream 光之石 Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 暗之石 LA Sprite.png30px,Bag 暗之石 BDSP Sprite.png30px,道具,out,yes,,,,{{道具信息框/game,,,,,y,y,y,,y,,y,y,"对 黑暗鸦使用，使其进化为 乌鸦头头。
对 梦妖使用，使其进化为 梦妖魔。
对 灯火幽灵使用，使其进化为 水晶灯火灵。
对 双剑鞘使用，使其进化为 坚盾剑怪。",y,y,,Bag 暗之石 Sprite.png30px,道具,Dream 暗之石 Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 觉醒之石 LA Sprite.png30px,Bag 觉醒之石 BDSP Sprite.png30px,道具,out,yes,,,,{{道具信息框/game,,,,,y,y,y,,y,,y,y,"对 奇鲁莉安♂使用，使其进化为 艾路雷朵。
对 雪童子♀使用，使其进化为 雪妖女。",y,y,,Bag 觉醒之石 Sprite.png30px,道具,Dream 觉醒之石 Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
