name,jname,enname,species,typen,type1,type2,ability1,abilityd,ndex,kdex,oldjdex,jdex,kdexs,gdexa,fbrow,obrow,opbrow,height,weight,egggroupn,egggroup1,egggroup2,expyield,expyieldgen5,gendercode,eggcycles,lv100exp,color,catchrate,body,evhp,evat,evde,evsa,evsd,evsp,footnotes,imagecode,imagecode2,imagecode3,ability1-2,abilityd3,form1,form2,form3,height2,height3,weight2,weight3,expyield2,expyieldgen5-2,abrow,gdex,imagecode4,tcg2,type2-2,ability1-3,abilityd4,form4,height4,weight4,expyield3,expyieldgen5-3,color2,adex,adexm,adexa,adex2,adexm2,adexa2,abilityn,abilityn2,abilityd2,ability2,type1-2,ability2-2,idex2,adexu,adexp,adexu2,adexp2,kdexm,hdex,oldhdex,sdex,egggroupn2,egggroup1-2,egggroupn3,egggroup1-3,gendercode2,gendercode3,kdexk,gdexc,evhp2,evat2,evde2,evsa2,evsd2,evsp2,type1-3,abilityn3,abilityn4,ability2-3,ability1-4,ability2-4,color3,body3,evhp3,evat3,evde3,evsa3,evsd3,evsp3,species2,heightn,tcg,type2-3,body2,weightn,catchrate2,formcolor2,formcolor3,forme,sprite,image,type1-4,color4,evhp4,evat4,evde4,evsa4,evsd4,evsp4,formcolor1,tcg3,imagecode5,imagecode6,type2-4,type2-5,type2-6,form5,form6,expyieldgen5-4,expyieldgen5-5,expyieldgen5-6,footprintform2,art,idex,species3,species4,expyield4,catchrate3,catchrate4,caption,abilityd5,abilityd6,width,display,type0,type0-2,ability1-5,height5,weight5,expyield5,color5,body4,body5,type2-1,ability3-3,ndex2,color6
派拉斯,パラス,Paras,蘑菇,,虫,草,孢子,湿气,046,046,070,070,,,050,,,0.3,5.4,2,虫,植物,70,57,127,20,"1,000,000",红,190,14,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,,074,180,,081,2,,,干燥皮肤,,,,066,,072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
派拉斯特,パラセクト,Parasect,蘑菇,,虫,草,孢子,湿气,047,047,071,071,,,051,,,1.0,29.5,2,虫,植物,128,142,127,20,"1,000,000",红,75,14,0,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,075,181,,082,2,,,干燥皮肤,,,,067,,073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
毛球,コンパン,Venonat,昆虫,,虫,毒,复眼,逃跑,048,048,108,109,,,153,,,1.0,30.0,1,虫,,75,61,127,20,"1,000,000",紫,190,12,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,有色眼镜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
摩魯蛾,モルフォン,Venomoth,毒蛾,,虫,毒,鳞粉,奇迹皮肤,049,049,109,110,,,,,,1.5,12.5,1,虫,,138,158,127,20,"1,000,000",紫,75,13,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,有色眼镜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地鼠,ディグダ,Diglett,鼹鼠,,地面,,沙隐,沙之力,050,050,132,134,,,061,,,0.2,0.8,1,陆上,,81,53,127,20,"1,000,000",褐,255,05,0,0,0,0,0,1,,File:050Diglett.png,File:050Diglett-Alola.png,,沙隱,,地鼠,阿罗拉的样子,,0.2,,1.0,,-;,,,164,,,鋼,,,,,,,,,071,071,029,085,085,029,2,2,沙之力,沙穴,地面,捲髮,,038,022,038,031,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三地鼠,ダグトリオ,Dugtrio,鼹鼠,,地面,,沙隐,沙之力,051,051,133,135,,,062,,,0.7,33.3,1,陆上,,153,149,127,20,"1,000,000",褐,50,11,0,0,0,0,0,2,,File:051Dugtrio.png,File:051Dugtrio-Alola.png,,沙隐,,三地鼠,阿罗拉的样子,,0.7,,66.6,,-;,,,165,,,鋼,,,,,,,,,072,072,030,086,086,030,2,2,沙之力,沙穴,地面,捲髮,,039,023,039,032,002,,,,,,,,,,,,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
喵喵,ニャース,Meowth,妖怪猫,,一般,,捡拾,紧张感,052,052,136,138,,,099,,,0.4,4.2,1,陆上,,69,58,127,20,"1,000,000",黄,255,08,0,0,0,0,0,1,,File:052Meowth.png,File:052Meowth-Alola.png,File:052Meowth-Galar.png,捡拾,紧张感,喵喵,阿罗拉的样子,伽勒爾的樣子,0.4,0.4,4.2,7.5,-;,,,182,File:052Meowth-Gigantamax.png,,,捡拾,紧张感,超极巨化的样子,33.0~??.?,???.?,,,蓝,045,045,,052,052,,2,2,胆怯,技术高手,惡,技术高手,,023,,023,,,,,,,,,,,,,,,,,,,,鋼,2,2,硬爪,捡拾,技术高手,褐,06,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
猫老大,ペルシアン,Persian,暹罗猫,,一般,,柔软,紧张感,053,053,137,139,,,,,,1.0,32.0,1,陆上,,148,154,127,20,"1,000,000",黄,90,08,0,0,0,0,0,2,,File:053Persian.png,File:053Persian-Alola.png,,毛皮大衣,,猫老大,阿罗拉的样子,,1.1,,33.0,,-;,,,184,,,,,,,,,,,蓝,046,046,,053,053,,2,2,胆怯,技术高手,恶,技术高手,,024,,024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
可达鸭,コダック,Psyduck,鸭,,水,,湿气,悠游自如,054,054,138,140,059,146,121,,,0.8,19.6,2,水中1,陆上,80,64,127,20,"1,000,000",黄,190,06,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,089,089,032,107,107,032,2,,,无关天气,,,028,049,039,052,051,,165,158,043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
哥达鸭,ゴルダック,Golduck,鸭,,水,,湿气,悠游自如,055,055,139,141,060,147,,,,1.7,76.6,2,水中1,陆上,174,175,127,20,"1,000,000",蓝,75,06,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090,090,033,108,108,033,2,,,无关天气,,,029,050,040,053,052,,166,159,044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
猴怪,マンキー,Mankey,猪猴,,格斗,,干劲,不服输,056,056,134,136,,,149,182,110,0.5,28.0,1,陆上,,74,61,127,20,"1,000,000",褐,190,06,0,1,0,0,0,0,,,,,,,,,,,,,,,,126,,,,,,,,,,,,,079,079,,093,093,,2,,,愤怒穴位,,,,,030,,039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
火爆猴,オコリザル,Primeape,豬猴,,格斗,,干劲,不服输,057,057,135,137,,,150,183,111,1.0,32.0,1,陆上,,149,159,127,20,"1,000,000",褐,75,06,0,2,0,0,0,0,,,,,,,,,,,,,,,,127,,,,,,,,,,,,,080,080,,094,094,,2,,,愤怒穴位,,,,,031,,040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
卡蒂狗,ガーディ,Growlithe,小狗,,火,,威吓,正义之心,058,058,127,129,,,144,,,0.7,19.0,1,陆上,,91,70,63,20,"1,250,000",褐,190,08,0,1,0,0,0,0,,File:058Growlithe.png,File:058Growlithe-Hisui.png,,未知,,卡蒂狗,洗翠的样子,,0.8,,22.7,,,,065,070,,,岩石,,,,,,,,,052,052,,064,064,,2,,,引火,,,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,放哨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风速狗,ウインディ,Arcanine,传说,,火,,威吓,正义之心,059,059,128,130,,,145,,,1.9,155.0,1,陆上,,213,194,63,20,"1,250,000",褐,75,08,0,2,0,0,0,0,,,,,,,,,,,,,,,,066,071,,,,,,,,,,,,053,053,,065,065,,2,,,引火,,,052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蚊香蝌蚪,ニョロモ,Poliwag,蝌蚪,,水,,储水,悠游自如,060,060,072,072,,142,052,,,0.6,12.4,1,水中1,,77,60,127,20,"1,059,860",蓝,255,07,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,076,182,,083,2,,,湿气,,,,068,,074,,033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蚊香君,ニョロゾ,Poliwhirl,蝌蚪,,水,,储水,悠游自如,061,061,073,073,,143,053,,,1.0,20.0,1,水中1,,131,135,127,20,"1,059,860",蓝,120,12,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,077,183,,084,2,,,湿气,,,,069,,075,,034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蚊香泳士,ニョロボン,Poliwrath,蝌蚪,,水,格斗,储水,悠游自如,062,062,074,074,,144,054,,,1.3,54.0,1,水中1,,185,230,127,20,"1,059,860",蓝,45,12,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,078,184,,085,2,,,湿气,,,,070,,076,,035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
凯西,ケーシィ,Abra,念力,,超能力,,同步,魔法防守,063,063,089,089,102,031,029,,,0.9,19.5,1,人型,,75,62,63,20,"1,059,860",褐,200,06,0,0,0,1,0,0,,,,,,,,,,,,,,,,183,,,,,,,,,,,,,042,042,,049,049,,2,,,精神力,,,,,,,,,040,039,020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
勇基拉,ユンゲラー,Kadabra,念力,,超能力,,同步,魔法防守,064,064,090,090,103,032,,,,1.3,56.5,1,人型,,145,140,63,20,"1,059,860",褐,100,06,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043,043,,050,050,,2,,,精神力,,,,,,,,,041,040,021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
胡地,フーディン,Alakazam,念力,,超能力,,同步,魔法防守,065,065,091,091,104,033,,,,1.5,48.0,1,人型,,186,225,63,20,"1,059,860",褐,50,12,0,0,0,3,0,0,,File:065Alakazam.png,File:065Alakazam-Mega.png,,复制,,胡地,超级胡地,,1.2,,,,-;,270,184,,,,,,,,,,,,,044,044,,051,051,,2,,,精神力,,,,,,,,,042,041,022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
腕力,ワンリキー,Machop,怪力,,格斗,,毅力,不屈之心,066,066,140,142,,,080,,,0.8,19.5,1,人型,,75,61,63,20,"1,059,860",灰,180,06,0,1,0,0,0,0,,,,,,,,,,,,,,,,161,138,,,,,,,,,,,,095,095,,117,117,,2,,,无防守,,,,,045,,057,,075,073,040,,,,,,,057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
豪力,ゴーリキー,Machoke,怪力,,格斗,,毅力,不屈之心,067,067,141,143,,,081,,,1.5,70.5,1,人型,,146,142,63,20,"1,059,860",灰,90,12,0,2,0,0,0,0,,,,,,,,,,,,,,,,162,139,,,,,,,,,,,,096,096,,118,118,,2,,,无防守,,,,,046,,058,,076,074,041,,,,,,,058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
怪力,カイリキー,Machamp,怪力,,格斗,,毅力,不屈之心,068,068,142,144,,,082,,,1.6,130.0,1,人型,,193,227,63,20,"1,059,860",灰,45,12,0,3,0,0,0,0,,File:068Machamp.png,File:068Machamp-Gigantamax.png,,毅力,,怪力,超极巨化的样子,,25.0~??.?,,???.?,,,,163,140,,,,,,,,,,,,097,097,,119,119,,2,2,不屈之心,无防守,,,,,047,,059,,077,075,042,,,,,,,059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
喇叭芽,マダツボミ,Bellsprout,花,,草,毒,叶绿素,贪吃鬼,069,069,064,064,,,004,,,0.7,4.0,1,植物,,84,60,127,20,"1,059,860",绿,255,12,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
口呆花,ウツドン,Weepinbell,捕蝇,,草,毒,叶绿素,贪吃鬼,070,070,065,065,,,005,,,1.0,6.4,1,植物,,151,137,127,20,"1,059,860",绿,120,05,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大食花,ウツボット,Victreebel,捕蝇,,草,毒,叶绿素,贪吃鬼,071,071,066,066,,,006,,,1.7,15.5,1,植物,,191,221,127,20,"1,059,860",绿,45,05,0,3,0,0,0,0,,,,,,,,,,,,,,,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玛瑙水母,メノクラゲ,Tentacool,水母,,水,毒,恒净之躯,雨盘,072,072,162,164,,040,,276,,0.9,45.5,1,水中3,,105,67,127,20,"1,250,000",蓝,190,10,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,106,038,129,129,038,2,,,污泥浆,,,,053,055,056,067,,068,066,136,,,,,,,025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
毒刺水母,ドククラゲ,Tentacruel,水母,,水,毒,恒净之躯,雨盘,073,073,163,165,,041,,277,,1.6,55.0,1,水中3,,205,180,127,20,"1,250,000",蓝,60,10,0,0,0,0,2,0,,,,,,,,,,,,,,,,234,,,,,,,,,,,,,107,107,039,130,130,039,2,,,污泥浆,,,,054,056,057,068,,069,067,137,,,,,,,026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小拳石,イシツブテ,Geodude,岩石,,岩石,地面,坚硬脑袋,沙隐,074,074,034,034,,,064,047,067,0.4,20.0,1,矿物,,73,60,127,15,"1,059,860",褐,255,04,0,0,1,0,0,0,,File:074Geodude.png,File:074Geodude-Alola.png,,磁力,,小拳石,阿罗拉的样子,,0.4,,20.3,,-;,,041,,,,电,,,,,,,,灰,229,,,298,,,2,2,电气皮肤,结实,岩石,结实,,101,,119,,009,058,057,031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
隆隆石,ゴローン,Graveler,岩石,,岩石,地面,坚硬脑袋,沙隐,075,075,035,035,,,065,048,068,1.0,105.0,1,矿物,,134,137,127,15,"1,059,860",褐,120,12,0,0,2,0,0,0,,File:075Graveler.png,File:075Graveler-Alola.png,,磁力,,隆隆石,阿罗拉的样子,,1.0,,110.0,,-;,,042,,,,电,,,,,,,,灰,230,,,299,,,2,2,电气皮肤,结实,岩石,结实,,102,,120,,010,059,058,032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
隆隆岩,ゴローニャ,Golem,重量级,,岩石,地面,坚硬脑袋,沙隐,076,076,036,036,,,066,049,069,1.4,300.0,1,矿物,,177,223,127,15,"1,059,860",褐,45,12,0,0,3,0,0,0,,File:076Golem.png,File:076Golem-Alola.png,,磁力,,隆隆岩,阿罗拉的样子,,1.7,,316.0,,-;,,043,,,,电,,,,,,,,灰,231,,,300,,,2,2,电气皮肤,结实,岩石,结实,,103,,121,,011,060,059,033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小火马,ポニータ,Ponyta,火马,,火,,逃跑,火焰之躯,077,077,201,206,,,,,,1.0,30.0,1,陆上,,152,82,127,20,"1,000,000",黄,190,08,0,0,0,0,0,1,,File:077Ponyta.png,File:077Ponyta-Galar.png,,逃跑,,小火馬,伽勒尔的样子,,0.8,,24.0,,,,176,333,,,,,,,,,,,白,,,,,,,2,2,危险预知,引火,超能力,粉彩护幕,,,,,,,,,090,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,一角,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
烈焰马,ギャロップ,Rapidash,火马,,火,,逃跑,火焰之躯,078,078,202,207,,,018,,,1.7,95.0,1,陆上,,192,175,127,20,"1,000,000",黄,60,08,0,0,0,0,0,2,,File:078Rapidash.png,File:078Rapidash-Galar.png,,逃跑,,烈焰马,伽勒尔的样子,,,,80.0,,,,177,334,,,妖精,,,,,,,,白,,,,,,,2,2,危险预知,引火,超能力,粉彩护幕,,,,,,,,,091,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,一角,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
呆呆兽,ヤドン,Slowpoke,憨憨,,水,超能力,迟钝,再生力,079,079,080,080,,001,014,,,1.2,36.0,2,怪兽,水中1,99,63,127,20,"1,000,000",粉红,190,08,1,0,0,0,0,0,,File:079Slowpoke.png,File:079Slowpoke-Galar.png,,贪吃鬼,,呆呆兽,伽勒尔的样子,,,,,,,,,,,,,,,,,,,,粉红,037,037,,044,044,,2,2,再生力,我行我素,超能力,我行我素,,018,,018,,,,,,,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
呆壳兽,ヤドラン,Slowbro,寄居蟹,,水,超能力,迟钝,再生力,080,080,081,081,,002,,,,1.6,78.5,2,怪兽,水中1,164,172,127,20,"1,000,000",粉红,75,06,0,0,2,0,0,0,,File:080Slowbro.png,File:080Slowbro-Mega.png,File:080Slowbro-Galar.png,硬壳盔甲,再生力,呆壳兽,超级呆壳兽,伽勒尔的样子,2.0,1.6,120.0,70.5,-;,207,,,,,,速击,,,,,,,,038,038,,045,045,,2,,,我行我素,,,,019,,019,,,,,,,,,,,,134,,,,,,,,毒,2,,我行我素,,,,,,,,,,,,,超能力,超能力,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小磁怪,コイル,Magnemite,磁铁,,电,钢,磁力,分析,081,081,118,119,,105,056,110,,0.3,6.0,1,矿物,,89,65,255,20,"1,000,000",灰,190,04,0,0,0,1,0,0,,,,,,,,,,,,,,,,062,,,,,,,,,,,,,047,047,,054,054,,2,,,结实,,,048,025,,025,,069,084,082,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三合一磁怪,レアコイル,Magneton,磁铁,,电,钢,磁力,分析,082,082,119,120,,106,057,111,,1.0,60.0,1,矿物,,161,163,255,20,"1,000,000",灰,60,11,0,0,0,2,0,0,,,,,,,,,,,,,,,,063,,,,,,,,,,,,,048,048,,055,055,,2,,,结实,,,049,026,,026,,070,085,083,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大葱鸭,カモネギ,Farfetch'd,黄嘴鸭,,一般,飞行,锐利目光,不服输,083,083,158,160,061,,,,,0.8,15.0,2,飞行,陆上,94,132,127,20,"1,000,000",褐,45,09,0,1,0,0,0,0,,File:083Farfetch'd.png,File:083Farfetch'd-Galar.png,,不屈之心,,大葱鸭,伽勒尔的样子,,,,42.0,,,,,218,,,,,,,,,,,,,,,,,,2,,胆量,精神力,格斗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘟嘟,ドードー,Doduo,两头鸟,,一般,飞行,逃跑,蹒跚,084,084,199,204,094,,041,,,1.4,39.2,1,飞行,,96,62,127,20,"1,000,000",褐,190,07,0,1,0,0,0,0,,,,,,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,2,,,早起,,,,,,,,,095,092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘟嘟利,ドードリオ,Dodrio,三头鸟,,一般,飞行,逃跑,蹒跚,085,085,200,205,095,,042,242,112,1.8,85.2,1,飞行,,158,165,127,20,"1,000,000",褐,45,07,0,2,0,0,0,0,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,2,,,早起,,,,,,,,,096,093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小海狮,パウワウ,Seel,海狮,,水,,厚脂肪,冰冻之躯,086,086,176,178,,,,,,1.1,90.0,2,水中1,陆上,100,65,127,20,"1,000,000",白,190,03,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,115,,2,,,湿润之躯,,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
白海狮,ジュゴン,Dewgong,海狮,,水,冰,厚脂肪,冰冻之躯,087,087,177,179,,,,,,1.7,120.0,2,水中1,陆上,176,166,127,20,"1,000,000",白,75,03,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,116,,2,,,湿润之躯,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
臭泥,ベトベター,Grimer,污泥,,毒,,恶臭,毒手,088,088,116,117,,,087,,,0.9,30.0,1,不定形,,90,65,127,20,"1,000,000",紫,190,04,1,0,0,0,0,0,,File:088Grimer.png,File:088Grimer-Alola.png,,毒手,,臭泥,阿罗拉的样子,,0.7,,42.0,,-;,,,,,,恶,,,,,,,,绿,050,050,,057,057,,2,2,化学之力,黏着,毒,貪吃鬼,064,028,,028,,,111,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
臭臭泥,ベトベトン,Muk,污泥,,毒,,恶臭,毒手,089,089,117,118,,,088,,,1.2,30.0,1,不定形,,157,175,127,20,"1,000,000",紫,75,04,1,1,0,0,0,0,,File:089Muk.png,File:089Muk-Alola.png,,毒手,,臭臭泥,阿罗拉的样子,,1.0,,52.0,,-;,,152,,,,恶,,,,,,,,绿,051,051,,058,058,,2,2,化学之力,黏着,毒,貪吃鬼,065,029,,029,,,112,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大舌贝,シェルダー,Shellder,双壳贝,,水,,硬壳盔甲,防尘,090,090,169,171,,131,,,,0.3,4.0,1,水中3,,97,61,127,20,"1,250,000",紫,190,01,0,0,1,0,0,0,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,115,115,,138,138,,2,,,连续攻击,,,,,,,,,,,,,,,,,,036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
刺甲貝,パルシェン,Cloyster,双壳贝,,水,冰,硬壳盔甲,防尘,091,091,170,172,,132,,,,1.5,132.5,1,水中3,,203,184,127,20,"1,250,000",紫,60,01,0,0,2,0,0,0,,,,,,,,,,,,,,,,,151,,,,,,,,,,,,116,116,,139,139,,2,,,连续攻击,,,,,,,,,,,,,,,,,,037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鬼斯,ゴース,Gastly,气体状,,幽灵,毒,飘浮,,092,092,058,058,,,094,164,183,1.3,0.1,1,不定形,,95,62,127,20,"1,059,860",紫,190,01,0,0,0,1,0,0,,,,,,,,,,,,,,,,017,141,,,,,,,,,,,,061,061,023,073,073,023,,,,,,,,032,,032,,030,,,069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鬼斯通,ゴースト,Haunter,气体状,,幽灵,毒,飘浮,,093,093,059,059,,,095,165,184,1.6,0.1,1,不定形,,126,142,127,20,"1,059,860",紫,90,04,0,0,0,2,0,0,,,,,,,,,,,,,,,,018,142,,,,,,,,,,,,062,062,024,074,074,024,,,,,,,,033,,033,,031,,,070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
